Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_S11,2008,Single year,518,473.3919775,562.6080225,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2009,Single year,512,467.6510776,556.3489224,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2010,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2011,Single year,494,450.4376234,537.5623766,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2012,Single year,550,504.0347702,595.9652298,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2013,Single year,513,468.6077893,557.3922107,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2014,Single year,510,465.7377814,554.2622186,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2015,Single year,530,484.8782406,575.1217594,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2016,Single year,559,512.6602171,605.3397829,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S11,2017,Single year,594,546.231532,641.768468,Injuries,Number,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2000,Single year,11.88298653,10.79389905,12.97207401,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2001,Single year,13.13559656,11.99249494,14.27869818,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2002,Single year,11.93101463,10.85215872,13.00987054,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2003,Single year,12.96025027,11.8484514,14.07204913,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2004,Single year,12.02874364,10.96682656,13.09066071,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2005,Single year,12.38949943,11.31900373,13.45999513,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2006,Single year,12.43215097,11.36664047,13.49766146,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2007,Single year,11.68352514,10.65237686,12.71467342,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2008,Single year,12.05386252,11.01294475,13.09478029,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2009,Single year,11.86517761,10.83328425,12.89707096,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2010,Single year,12.23713375,11.19407122,13.28019628,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2011,Single year,11.18511012,10.19307522,12.17714502,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2012,Single year,12.52969188,11.47593065,13.58345311,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2013,Single year,11.46207077,10.46135689,12.46278465,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2014,Single year,11.20572016,10.22259528,12.18884505,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2015,Single year,11.36482471,10.3862181,12.34343131,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2016,Single year,11.61863307,10.6437576,12.59350855,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_S12,2017,Single year,12.12866098,11.14101189,13.11631006,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Whole pop,All ages,Fatal
W_D13,2000,Single year,100,80.40036015,119.5996398,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2001,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2002,Single year,112,91.25769087,132.7423091,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2003,Single year,96,76.79635329,115.2036467,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2004,Single year,89,70.50973675,107.4902632,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2005,Single year,83,65.1438783,100.8561217,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2006,Single year,70,53.60176481,86.39823519,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2007,Single year,88,69.61390808,106.3860919,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2008,Single year,95,75.89663412,114.1033659,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2009,Single year,89,70.50973675,107.4902632,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2010,Single year,65,49.19826518,80.80173482,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2011,Single year,91,72.30313522,109.6968648,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2012,Single year,75,58.02621399,91.97378601,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2013,Single year,77,59.80138584,94.19861416,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2014,Single year,71,54.48504992,87.51495008,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2015,Single year,85,66.93002491,103.0699751,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2016,Single year,84,66.03663336,101.9633666,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2017,Single year,90,71.40614903,108.593851,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2018,Single year,66,50.07717732,81.92282268,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D13,2019,Single year,82,64.25177126,99.74822874,Injuries,Number,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2000,Single year,2.599735122,2.089174512,3.110295732,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2001,Single year,2.336134323,1.855890411,2.816378236,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2002,Single year,2.832159835,2.307561242,3.356758427,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2003,Single year,2.383494302,1.906704901,2.860283703,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2004,Single year,2.17442713,1.722626674,2.626227586,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2005,Single year,1.995488162,1.56598811,2.424988214,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2006,Single year,1.649039938,1.262345005,2.035734871,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2007,Single year,2.053115224,1.623537875,2.482692573,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2008,Single year,2.193124461,1.750826471,2.635422452,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2009,Single year,2.02112938,1.599386751,2.442872008,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2010,Single year,1.467680749,1.109706712,1.825654786,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2011,Single year,2.070463743,1.642789789,2.498137696,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2012,Single year,1.707552721,1.318612601,2.096492841,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2013,Single year,1.744854094,1.352127839,2.13758035,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2014,Single year,1.563801921,1.196642322,1.93096152,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2015,Single year,1.786181296,1.401361617,2.171000975,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2016,Single year,1.774032976,1.390054573,2.15801138,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2017,Single year,1.826375917,1.444044422,2.208707412,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2018,Single year,1.299374243,0.981376792,1.617371693,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_D14,2019,Single year,1.583483719,1.235609635,1.931357803,"Per 100,000 people",Age-standardised rate,Drowing,Provisional,Whole pop,All ages,Fatal
W_S13,2009,Single year,529,483.9208284,574.0791716,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2010,Single year,578,530.87927,625.12073,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2011,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2012,Single year,566,519.370978,612.629022,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2013,Single year,534,488.7082898,579.2917102,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2014,Single year,527,482.0061249,571.9938751,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2015,Single year,553,506.909581,599.090419,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2016,Single year,605,556.7912603,653.2087397,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2017,Single year,645,595.2230883,694.7769117,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2018,Single year,658,607.7239629,708.2760371,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S13,2019,Single year,695,643.3297583,746.6702417,Injuries,Number,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2009,Single year,12.26658162,11.21691053,13.31625271,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2010,Single year,13.24565093,12.16046311,14.33083876,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2011,Single year,12.09463599,11.06277661,13.12649537,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2012,Single year,12.84427146,11.77938402,13.9091589,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2013,Single year,11.94898661,10.92660711,12.97136612,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2014,Single year,11.60592932,10.60421993,12.6076387,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2015,Single year,11.87405459,10.87314957,12.87495961,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2016,Single year,12.62029783,11.60216262,13.63843304,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2017,Single year,13.22213423,12.18889006,14.2553784,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2018,Single year,13.09001804,12.07591634,14.10411973,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_S14,2019,Single year,13.77268666,12.73533437,14.81003896,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Provisional,Whole pop,All ages,Fatal
W_F11A,2000,Single year,252,220.8865363,283.1134637,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2001,Single year,290,256.623016,323.376984,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2002,Single year,305,270.7707006,339.2292994,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2003,Single year,337,301.019844,372.980156,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2004,Single year,356,319.0194735,392.9805265,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2005,Single year,330,294.3954861,365.6045139,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2006,Single year,382,343.6928562,420.3071438,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2007,Single year,422,381.7371682,462.2628318,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2008,Single year,475,432.2835753,517.7164247,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2009,Single year,454,412.2385069,495.7614931,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2010,Single year,526,481.0488338,570.9511662,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2011,Single year,493,449.4817372,536.5182628,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2012,Single year,517,472.4350563,561.5649437,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2013,Single year,478,435.1488936,520.8511064,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2014,Single year,543,497.3282129,588.6717871,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2015,Single year,545,499.2441801,590.7558199,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2016,Single year,543,497.3282129,588.6717871,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F11A,2017,Single year,583,535.6758995,630.3241005,Injuries,Number,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2000,Single year,6.743820944,5.91055846,7.577083427,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2001,Single year,7.555730352,6.685847797,8.425612908,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2002,Single year,7.741054467,6.872225918,8.609883016,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2003,Single year,8.367058123,7.473740449,9.260375796,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2004,Single year,8.660680614,7.760952976,9.560408251,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2005,Single year,7.775892887,6.936702737,8.615083037,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2006,Single year,8.694910823,7.822365217,9.567456428,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2007,Single year,9.296421046,8.408185627,10.18465647,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2008,Single year,10.20329181,9.283966535,11.12261709,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2009,Single year,9.480728558,8.605802166,10.35565495,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2010,Single year,10.62941672,9.717124862,11.54170858,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2011,Single year,9.689924993,8.83030879,10.5495412,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2012,Single year,9.884665424,9.02784248,10.74148837,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2013,Single year,8.941712838,8.13461211,9.748813566,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2014,Single year,9.796592175,8.966836432,10.62634792,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
W_F12A,2015,Single year,9.585959199,8.775464755,10.39645364,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Fatal
